0	x	y
	7.106	-1.441
	6.722	-1.294
	6.338	-1.149
	5.954	-1.017
	5.57	-0.902
	5.186	-0.796
	4.802	-0.692
	4.418	-0.588
	4.034	-0.49
	3.65	-0.401
	3.266	-0.324
	2.882	-0.26
	2.498	-0.21
	2.114	-0.167
	1.73	-0.127
	1.346	-0.083
68		
	8.991	-2.546
	8.609	-2.386
	8.227	-2.212
	7.844	-2.029
	7.462	-1.844
	7.08	-1.662
	6.698	-1.489
	6.315	-1.326
	5.933	-1.173
	5.551	-1.028
	5.168	-0.893
	4.786	-0.768
	4.404	-0.652
	4.022	-0.545
	3.639	-0.447
	3.257	-0.359
	2.875	-0.284
	2.493	-0.221
	2.11	-0.169
	1.728	-0.124
	1.346	-0.083
69		
	8.424	-2.546
	8.07	-2.341
	7.716	-2.15
	7.362	-1.97
	7.008	-1.799
	6.654	-1.633
	6.3	-1.47
	5.946	-1.311
	5.593	-1.16
	5.239	-1.02
	4.885	-0.894
	4.531	-0.781
	4.177	-0.677
	3.823	-0.579
	3.469	-0.482
	3.115	-0.39
	2.761	-0.308
	2.408	-0.243
	2.054	-0.189
	1.7	-0.139
	1.346	-0.083
70		
	7.936	-2.546
	7.605	-2.342
	7.274	-2.146
	6.943	-1.958
	6.612	-1.779
	6.282	-1.611
	5.951	-1.452
	5.62	-1.302
	5.289	-1.159
	4.958	-1.022
	4.628	-0.895
	4.297	-0.776
	3.966	-0.667
	3.635	-0.565
	3.304	-0.47
	2.973	-0.383
	2.643	-0.305
	2.312	-0.237
	1.981	-0.179
	1.65	-0.134
	1.319	-0.104
72		
	7.572	-2.536
	7.259	-2.32
	6.947	-2.13
	6.634	-1.958
	6.321	-1.797
	6.009	-1.64
	5.696	-1.481
	5.384	-1.326
	5.071	-1.183
	4.758	-1.054
	4.446	-0.935
	4.133	-0.817
	3.82	-0.701
	3.508	-0.591
	3.195	-0.494
	2.882	-0.409
	2.57	-0.332
	2.257	-0.263
	1.945	-0.201
	1.632	-0.148
	1.319	-0.104
73		
	7.226	-2.495
	6.931	-2.301
	6.635	-2.109
	6.34	-1.924
	6.045	-1.75
	5.749	-1.59
	5.454	-1.447
	5.159	-1.316
	4.863	-1.188
	4.568	-1.061
	4.273	-0.936
	3.977	-0.816
	3.682	-0.704
	3.387	-0.601
	3.091	-0.509
	2.796	-0.426
	2.501	-0.348
	2.205	-0.272
	1.91	-0.203
	1.615	-0.144
	1.319	-0.104
74		
	6.783	-2.505
	6.51	-2.318
	6.236	-2.131
	5.963	-1.95
	5.69	-1.778
	5.417	-1.619
	5.144	-1.477
	4.871	-1.348
	4.597	-1.22
	4.324	-1.085
	4.051	-0.946
	3.778	-0.817
	3.505	-0.705
	3.231	-0.607
	2.958	-0.515
	2.685	-0.426
	2.412	-0.347
	2.139	-0.284
	1.866	-0.231
	1.592	-0.175
	1.319	-0.104
75		
	6.401	-2.505
	6.147	-2.305
	5.893	-2.118
	5.639	-1.942
	5.385	-1.778
	5.131	-1.626
	4.877	-1.485
	4.623	-1.353
	4.369	-1.226
	4.114	-1.1
	3.86	-0.976
	3.606	-0.855
	3.352	-0.74
	3.098	-0.631
	2.844	-0.533
	2.59	-0.446
	2.336	-0.368
	2.082	-0.297
	1.827	-0.231
	1.573	-0.167
	1.319	-0.104
76		
	6.109	-2.484
	5.875	-2.302
	5.642	-2.129
	5.409	-1.966
	5.176	-1.81
	4.942	-1.66
	4.709	-1.514
	4.476	-1.372
	4.243	-1.235
	4.009	-1.104
	3.776	-0.98
	3.543	-0.863
	3.309	-0.755
	3.076	-0.657
	2.843	-0.569
	2.61	-0.491
	2.376	-0.418
	2.143	-0.341
	1.91	-0.262
	1.677	-0.193
	1.444	-0.145
77		
	5.825	-2.464
	5.606	-2.273
	5.387	-2.099
	5.168	-1.938
	4.949	-1.788
	4.729	-1.644
	4.51	-1.505
	4.291	-1.37
	4.072	-1.239
	3.853	-1.115
	3.634	-0.996
	3.415	-0.882
	3.196	-0.772
	2.977	-0.667
	2.758	-0.57
	2.539	-0.483
	2.32	-0.403
	2.101	-0.325
	1.882	-0.251
	1.663	-0.189
	1.444	-0.145
78		
	8.991	-0.135
	8.59	-0.144
	8.189	-0.146
	7.788	-0.143
	7.388	-0.138
	6.987	-0.135
	6.586	-0.135
	6.185	-0.135
	5.784	-0.132
	5.383	-0.123
	4.982	-0.113
	4.581	-0.105
	4.181	-0.097
	3.78	-0.091
	3.379	-0.086
	2.978	-0.083
	2.577	-0.083
	2.176	-0.084
	1.775	-0.082
	1.374	-0.076
	0.973	-0.063
79		
	9.027	-0.516
	8.624	-0.473
	8.221	-0.432
	7.819	-0.392
	7.416	-0.354
	7.013	-0.319
	6.611	-0.289
	6.208	-0.261
	5.805	-0.235
	5.403	-0.211
	5	-0.186
	4.597	-0.162
	4.195	-0.142
	3.792	-0.131
	3.389	-0.129
	2.987	-0.124
	2.584	-0.112
	2.181	-0.094
	1.779	-0.076
	1.376	-0.064
	0.973	-0.063
80		
	9	-0.846
	8.599	-0.785
	8.197	-0.723
	7.796	-0.662
	7.395	-0.602
	6.993	-0.545
	6.592	-0.493
	6.191	-0.443
	5.789	-0.394
	5.388	-0.346
	4.987	-0.306
	4.585	-0.276
	4.184	-0.25
	3.783	-0.224
	3.381	-0.195
	2.98	-0.166
	2.579	-0.14
	2.177	-0.116
	1.776	-0.096
	1.375	-0.078
	0.973	-0.063
81		
	8.973	-1.237
	8.573	-1.127
	8.173	-1.028
	7.773	-0.938
	7.373	-0.853
	6.973	-0.771
	6.573	-0.688
	6.173	-0.607
	5.773	-0.532
	5.373	-0.464
	4.973	-0.406
	4.573	-0.356
	4.173	-0.312
	3.773	-0.27
	3.373	-0.228
	2.973	-0.187
	2.573	-0.151
	2.173	-0.119
	1.773	-0.094
	1.373	-0.074
	0.973	-0.063
82		
	9.018	-1.536
	8.616	-1.408
	8.213	-1.287
	7.811	-1.172
	7.409	-1.062
	7.007	-0.956
	6.604	-0.854
	6.202	-0.757
	5.8	-0.668
	5.398	-0.588
	4.996	-0.515
	4.593	-0.449
	4.191	-0.387
	3.789	-0.326
	3.387	-0.266
	2.984	-0.21
	2.582	-0.162
	2.18	-0.123
	1.778	-0.093
	1.376	-0.073
	0.973	-0.063
83		
	9.018	-1.856
	8.616	-1.71
	8.213	-1.566
	7.811	-1.425
	7.409	-1.289
	7.007	-1.158
	6.604	-1.034
	6.202	-0.917
	5.8	-0.806
	5.398	-0.701
	4.996	-0.606
	4.593	-0.52
	4.191	-0.444
	3.789	-0.376
	3.387	-0.315
	2.984	-0.261
	2.582	-0.214
	2.18	-0.171
	1.778	-0.132
	1.376	-0.096
	0.973	-0.063
84		
	9.018	-2.124
	8.616	-1.935
	8.213	-1.77
	7.811	-1.622
	7.409	-1.482
	7.007	-1.343
	6.604	-1.2
	6.202	-1.057
	5.8	-0.92
	5.398	-0.796
	4.996	-0.69
	4.593	-0.603
	4.191	-0.526
	3.789	-0.443
	3.387	-0.355
	2.984	-0.273
	2.582	-0.211
	2.18	-0.166
	1.778	-0.131
	1.376	-0.099
	0.973	-0.063
85		
	9.018	-2.402
	8.616	-2.204
	8.213	-2.016
	7.811	-1.836
	7.409	-1.662
	7.007	-1.494
	6.604	-1.33
	6.202	-1.173
	5.8	-1.028
	5.398	-0.898
	4.996	-0.784
	4.593	-0.684
	4.191	-0.591
	3.789	-0.494
	3.387	-0.393
	2.984	-0.301
	2.582	-0.229
	2.18	-0.175
	1.778	-0.132
	1.376	-0.097
	0.973	-0.063
86		
	8.858	-2.556
	8.464	-2.341
	8.07	-2.147
	7.675	-1.966
	7.281	-1.788
	6.887	-1.607
	6.493	-1.421
	6.098	-1.246
	5.704	-1.095
	5.31	-0.967
	4.916	-0.849
	4.522	-0.735
	4.127	-0.625
	3.733	-0.522
	3.339	-0.426
	2.945	-0.338
	2.55	-0.259
	2.156	-0.19
	1.762	-0.133
	1.368	-0.09
	0.973	-0.063
87		
	8.406	-2.567
	8.034	-2.367
	7.662	-2.156
	7.291	-1.945
	6.919	-1.745
	6.548	-1.565
	6.176	-1.402
	5.804	-1.249
	5.433	-1.105
	5.061	-0.968
	4.69	-0.839
	4.318	-0.718
	3.946	-0.607
	3.575	-0.508
	3.203	-0.42
	2.832	-0.343
	2.46	-0.275
	2.088	-0.216
	1.717	-0.162
	1.345	-0.112
	0.973	-0.063
88		
	8.051	-2.556
	7.697	-2.351
	7.343	-2.139
	6.989	-1.932
	6.635	-1.743
	6.282	-1.577
	5.928	-1.421
	5.574	-1.263
	5.22	-1.11
	4.866	-0.97
	4.512	-0.845
	4.158	-0.731
	3.804	-0.622
	3.451	-0.518
	3.097	-0.423
	2.743	-0.341
	2.389	-0.27
	2.035	-0.209
	1.681	-0.155
	1.327	-0.107
	0.973	-0.063
89		
	7.475	-2.536
	7.177	-2.352
	6.879	-2.167
	6.582	-1.984
	6.284	-1.807
	5.987	-1.641
	5.689	-1.488
	5.392	-1.347
	5.094	-1.217
	4.797	-1.094
	4.499	-0.973
	4.201	-0.855
	3.904	-0.741
	3.606	-0.633
	3.309	-0.533
	3.011	-0.443
	2.714	-0.365
	2.416	-0.298
	2.118	-0.241
	1.821	-0.19
	1.523	-0.145
90		
	7.031	-2.556
	6.756	-2.331
	6.48	-2.145
	6.205	-1.978
	5.93	-1.808
	5.654	-1.631
	5.379	-1.471
	5.103	-1.332
	4.828	-1.207
	4.552	-1.086
	4.277	-0.967
	4.002	-0.854
	3.726	-0.75
	3.451	-0.654
	3.176	-0.563
	2.9	-0.475
	2.625	-0.39
	2.349	-0.31
	2.074	-0.24
	1.799	-0.183
	1.523	-0.145
91		
	6.694	-2.536
	6.436	-2.329
	6.177	-2.134
	5.918	-1.956
	5.66	-1.797
	5.401	-1.65
	5.143	-1.507
	4.884	-1.368
	4.626	-1.236
	4.367	-1.112
	4.109	-0.995
	3.85	-0.883
	3.592	-0.777
	3.333	-0.676
	3.075	-0.58
	2.816	-0.489
	2.557	-0.404
	2.299	-0.327
	2.04	-0.257
	1.782	-0.196
	1.523	-0.145
92		
	6.446	-2.536
	6.199	-2.321
	5.952	-2.138
	5.706	-1.969
	5.459	-1.804
	5.213	-1.649
	4.966	-1.505
	4.72	-1.371
	4.473	-1.246
	4.227	-1.128
	3.98	-1.015
	3.734	-0.903
	3.487	-0.791
	3.24	-0.684
	2.994	-0.584
	2.747	-0.494
	2.501	-0.414
	2.254	-0.343
	2.007	-0.281
	1.761	-0.225
	1.514	-0.176
93		
	7.989	1.422
	7.677	1.237
	7.365	1.101
	7.052	0.998
	6.74	0.914
	6.428	0.835
	6.116	0.754
	5.804	0.672
	5.491	0.59
	5.179	0.511
	4.867	0.436
	4.555	0.366
	4.243	0.302
	3.93	0.241
	3.618	0.179
	3.306	0.121
	2.994	0.069
	2.682	0.027
	2.369	-0.005
	2.057	-0.027
	1.745	-0.042
94		
	8.051	1.957
	7.736	1.775
	7.42	1.626
	7.105	1.498
	6.79	1.378
	6.475	1.253
	6.159	1.118
	5.844	0.986
	5.529	0.869
	5.213	0.764
	4.898	0.665
	4.583	0.567
	4.267	0.469
	3.952	0.378
	3.637	0.298
	3.322	0.23
	3.006	0.172
	2.691	0.12
	2.376	0.073
	2.06	0.029
	1.745	-0.011
95		
	8.051	2.421
	7.736	2.25
	7.42	2.077
	7.105	1.905
	6.79	1.736
	6.475	1.574
	6.159	1.419
	5.844	1.272
	5.529	1.13
	5.213	0.996
	4.898	0.873
	4.583	0.761
	4.267	0.656
	3.952	0.548
	3.637	0.438
	3.322	0.336
	3.006	0.254
	2.691	0.188
	2.376	0.127
	2.06	0.064
	1.745	-0.011
96		
	7.492	2.524
	7.205	2.373
	6.918	2.187
	6.63	1.985
	6.343	1.786
	6.055	1.607
	5.768	1.46
	5.481	1.325
	5.193	1.181
	4.906	1.031
	4.619	0.897
	4.331	0.793
	4.044	0.703
	3.757	0.599
	3.469	0.485
	3.182	0.377
	2.895	0.286
	2.607	0.207
	2.32	0.135
	2.032	0.064
	1.745	-0.011
97		
	6.481	2.524
	6.245	2.353
	6.008	2.165
	5.772	1.986
	5.536	1.825
	5.299	1.674
	5.063	1.527
	4.827	1.384
	4.59	1.249
	4.354	1.124
	4.117	1.006
	3.881	0.89
	3.645	0.773
	3.408	0.659
	3.172	0.551
	2.936	0.451
	2.699	0.359
	2.463	0.276
	2.227	0.202
	1.99	0.137
	1.754	0.082
98		
	5.905	2.524
	5.697	2.364
	5.49	2.192
	5.282	2.033
	5.075	1.901
	4.867	1.774
	4.659	1.623
	4.452	1.462
	4.244	1.313
	4.037	1.18
	3.829	1.056
	3.622	0.934
	3.414	0.817
	3.207	0.708
	2.999	0.609
	2.792	0.519
	2.584	0.437
	2.376	0.36
	2.169	0.286
	1.961	0.215
	1.754	0.144
99		
	5.39	2.452
	5.208	2.314
	5.027	2.162
	4.845	2.013
	4.663	1.874
	4.481	1.742
	4.299	1.612
	4.117	1.481
	3.936	1.346
	3.754	1.207
	3.572	1.072
	3.39	0.953
	3.208	0.853
	3.027	0.758
	2.845	0.662
	2.663	0.567
	2.481	0.474
	2.299	0.389
	2.118	0.312
	1.936	0.246
	1.754	0.195
100		
	5.071	2.442
	4.9	2.311
	4.729	2.158
	4.557	2.001
	4.386	1.855
	4.215	1.716
	4.044	1.581
	3.873	1.448
	3.702	1.316
	3.53	1.189
	3.359	1.068
	3.188	0.959
	3.017	0.862
	2.846	0.769
	2.674	0.674
	2.503	0.58
	2.332	0.488
	2.161	0.402
	1.99	0.322
	1.819	0.253
	1.648	0.195
101		
	4.823	2.432
	4.665	2.284
	4.507	2.152
	4.349	2.02
	4.191	1.874
	4.033	1.722
	3.875	1.583
	3.717	1.456
	3.56	1.339
	3.402	1.229
	3.244	1.121
	3.086	1.011
	2.928	0.895
	2.77	0.782
	2.612	0.679
	2.454	0.588
	2.297	0.506
	2.139	0.433
	1.981	0.366
	1.823	0.304
	1.665	0.247
102		
	4.681	2.463
	4.521	2.283
	4.361	2.135
	4.202	2.004
	4.042	1.872
	3.882	1.738
	3.723	1.602
	3.563	1.469
	3.404	1.343
	3.244	1.224
	3.084	1.11
	2.925	0.996
	2.765	0.877
	2.605	0.758
	2.446	0.65
	2.286	0.558
	2.126	0.478
	1.967	0.406
	1.807	0.338
	1.648	0.269
	1.488	0.195
103		
	4.53	2.473
	4.374	2.291
	4.218	2.14
	4.062	2.001
	3.905	1.86
	3.749	1.714
	3.593	1.568
	3.437	1.428
	3.281	1.302
	3.125	1.188
	2.969	1.079
	2.813	0.969
	2.657	0.852
	2.501	0.735
	2.345	0.629
	2.188	0.539
	2.032	0.46
	1.876	0.39
	1.72	0.325
	1.564	0.261
	1.408	0.195
104		
	4.415	2.463
	4.264	2.289
	4.114	2.144
	3.964	2.009
	3.813	1.869
	3.663	1.723
	3.513	1.578
	3.362	1.44
	3.212	1.31
	3.062	1.19
	2.911	1.076
	2.761	0.969
	2.611	0.867
	2.46	0.767
	2.31	0.671
	2.16	0.579
	2.009	0.49
	1.859	0.407
	1.709	0.329
	1.558	0.258
	1.408	0.195
105		
	4.22	2.452
	4.071	2.268
	3.922	2.102
	3.774	1.955
	3.625	1.822
	3.477	1.683
	3.328	1.533
	3.18	1.383
	3.031	1.248
	2.882	1.126
	2.734	1.015
	2.585	0.909
	2.437	0.805
	2.288	0.704
	2.14	0.61
	1.991	0.523
	1.843	0.443
	1.694	0.367
	1.546	0.296
	1.397	0.229
	1.248	0.164
106		
	4.113	2.463
	3.97	2.294
	3.827	2.132
	3.683	1.98
	3.54	1.836
	3.397	1.695
	3.254	1.551
	3.11	1.41
	2.967	1.277
	2.824	1.157
	2.681	1.047
	2.537	0.945
	2.394	0.849
	2.251	0.755
	2.108	0.66
	1.964	0.565
	1.821	0.473
	1.678	0.387
	1.535	0.308
	1.392	0.24
	1.248	0.185
107		
	4.033	2.483
	3.895	2.321
	3.757	2.163
	3.618	2.009
	3.48	1.862
	3.342	1.724
	3.203	1.594
	3.065	1.47
	2.926	1.348
	2.788	1.225
	2.65	1.104
	2.511	0.987
	2.373	0.877
	2.235	0.776
	2.096	0.683
	1.958	0.597
	1.819	0.516
	1.681	0.438
	1.543	0.36
	1.404	0.28
	1.266	0.195
108		
	3.953	2.493
	3.818	2.374
	3.682	2.193
	3.546	2.01
	3.411	1.868
	3.275	1.74
	3.139	1.595
	3.003	1.448
	2.868	1.316
	2.732	1.207
	2.596	1.106
	2.461	0.997
	2.325	0.872
	2.189	0.751
	2.054	0.649
	1.918	0.565
	1.782	0.493
	1.647	0.429
	1.511	0.366
	1.375	0.3
	1.24	0.226
109		
	9.302	0.319
	8.938	0.28
	8.574	0.243
	8.211	0.209
	7.847	0.178
	7.483	0.151
	7.12	0.129
	6.756	0.112
	6.392	0.097
	6.029	0.082
	5.665	0.062
	5.302	0.043
	4.938	0.027
	4.574	0.014
	4.211	0
	3.847	-0.015
	3.483	-0.03
	3.12	-0.044
	2.756	-0.054
	2.392	-0.057
	2.029	-0.052
110		
	9.24	1.071
	8.873	0.985
	8.506	0.905
	8.139	0.83
	7.773	0.757
	7.406	0.686
	7.039	0.613
	6.672	0.538
	6.306	0.465
	5.939	0.398
	5.572	0.338
	5.205	0.282
	4.839	0.224
	4.472	0.171
	4.105	0.127
	3.738	0.091
	3.372	0.056
	3.005	0.022
	2.638	-0.011
	2.271	-0.039
	1.905	-0.063
111		
	9.231	1.504
	8.856	1.366
	8.481	1.24
	8.106	1.123
	7.732	1.014
	7.357	0.909
	6.982	0.808
	6.608	0.707
	6.233	0.611
	5.858	0.523
	5.483	0.445
	5.109	0.377
	4.734	0.318
	4.359	0.263
	3.984	0.206
	3.61	0.151
	3.235	0.101
	2.86	0.056
	2.486	0.017
	2.111	-0.015
	1.736	-0.042
112		
	9	1.751
	8.644	1.588
	8.287	1.447
	7.93	1.32
	7.574	1.204
	7.217	1.092
	6.861	0.978
	6.504	0.862
	6.148	0.749
	5.791	0.643
	5.435	0.547
	5.078	0.464
	4.721	0.394
	4.365	0.328
	4.008	0.255
	3.652	0.186
	3.295	0.135
	2.939	0.096
	2.582	0.059
	2.226	0.017
	1.869	-0.042
113		
	8.973	2.256
	8.624	2.099
	8.274	1.94
	7.925	1.78
	7.576	1.622
	7.226	1.468
	6.877	1.319
	6.527	1.177
	6.178	1.041
	5.828	0.913
	5.479	0.791
	5.129	0.676
	4.78	0.568
	4.431	0.47
	4.081	0.384
	3.732	0.307
	3.382	0.233
	3.033	0.163
	2.683	0.101
	2.334	0.052
	1.985	0.02
114	x	y
	7.9934	2.5625
	7.6839	2.3711
	7.3744	2.1893
	7.0649	2.0141
	6.7554	1.8428
	6.4459	1.6726
	6.1364	1.5066
	5.8269	1.3526
	5.5174	1.2146
	5.2079	1.0882
	4.8985	0.9669
	4.589	0.8462
	4.2795	0.7276
	3.97	0.6147
	3.6605	0.5094
	3.351	0.4116
	3.0415	0.3218
	2.732	0.242
	2.4225	0.1743
	2.113	0.1207
	1.8035	0.0833
115	x	y
	7.1104	2.5
	6.8424	2.2984
	6.5744	2.1193
	6.3064	1.9563
	6.0384	1.8032
	5.7704	1.6554
	5.5024	1.5109
	5.2344	1.3683
	4.9664	1.2295
	4.6985	1.0969
	4.4305	0.9721
	4.1625	0.8536
	3.8945	0.7396
	3.6265	0.63
	3.3585	0.5269
	3.0905	0.4324
	2.8225	0.347
	2.5545	0.2706
	2.2865	0.2029
	2.0185	0.144
	1.7506	0.0938
116	x	y
	6.5894	2.5521
	6.3453	2.3758
	6.1011	2.1903
	5.857	2.0136
	5.6128	1.8547
	5.3687	1.7067
	5.1245	1.5635
	4.8804	1.4236
	4.6362	1.2863
	4.3921	1.1513
	4.1479	1.0203
	3.9038	0.8955
	3.6596	0.7777
	3.4155	0.6662
	3.1713	0.5598
	2.9272	0.4595
	2.683	0.3673
	2.4389	0.2856
	2.1947	0.2165
	1.9506	0.1622
	1.7064	0.125
117	x	y
	6.1744	2.5417
	5.9444	2.373
	5.7143	2.1989
	5.4843	2.03
	5.2543	1.8718
	5.0243	1.7184
	4.7943	1.5633
	4.5642	1.4086
	4.3342	1.2624
	4.1042	1.1285
	3.8742	1.0018
	3.6442	0.8759
	3.4141	0.7514
	3.1841	0.637
	2.9541	0.5387
	2.7241	0.4543
	2.494	0.3806
	2.264	0.3141
	2.034	0.2516
	1.804	0.1897
	1.574	0.125
118	x	y
	5.9007	2.5729
	5.6843	2.3989
	5.468	2.2573
	5.2517	2.1071
	5.0353	1.9329
	4.819	1.7609
	4.6026	1.6126
	4.3863	1.4794
	4.17	1.3467
	3.9536	1.2069
	3.7373	1.0647
	3.521	0.9263
	3.3046	0.7967
	3.0883	0.6793
	2.872	0.5768
	2.6556	0.4871
	2.4393	0.4073
	2.223	0.3343
	2.0066	0.2649
	1.7903	0.1962
	1.574	0.125
119	x	y
	5.5475	2.4896
	5.3488	2.2983
	5.1501	2.1443
	4.9514	2.0012
	4.7528	1.8618
	4.5541	1.726
	4.3554	1.5935
	4.1567	1.4603
	3.9581	1.3205
	3.7594	1.1722
	3.5607	1.0264
	3.362	0.8953
	3.1634	0.7817
	2.9647	0.6832
	2.766	0.5971
	2.5673	0.5198
	2.3687	0.4473
	2.17	0.3755
	1.9713	0.3005
	1.7726	0.2184
	1.574	0.125
120	x	y
	5.3091	2.5
	5.1157	2.3061
	4.9223	2.1471
	4.7289	1.9987
	4.5355	1.841
	4.3422	1.6841
	4.1488	1.5444
	3.9554	1.4133
	3.762	1.2769
	3.5687	1.1343
	3.3753	0.9956
	3.1819	0.8706
	2.9885	0.7612
	2.7951	0.6637
	2.6018	0.5747
	2.4084	0.4923
	2.215	0.415
	2.0216	0.3411
	1.8283	0.2692
	1.6349	0.1977
	1.4415	0.125
121	x	y
	5.1678	2.5
	4.977	2.3424
	4.7863	2.1758
	4.5956	2.013
	4.4049	1.8647
	4.2141	1.7219
	4.0234	1.5674
	3.8327	1.4084
	3.6419	1.2639
	3.4512	1.1384
	3.2605	1.0223
	3.0698	0.9054
	2.879	0.7867
	2.6883	0.673
	2.4976	0.5699
	2.3068	0.4774
	2.1161	0.3945
	1.9254	0.3199
	1.7347	0.2527
	1.5439	0.1915
	1.3532	0.1354
122	x	y
	4.9117	2.5
	4.7338	2.3336
	4.5558	2.1753
	4.3779	2.0244
	4.2	1.8796
	4.0221	1.7354
	3.8442	1.5826
	3.6662	1.4266
	3.4883	1.2857
	3.3104	1.1641
	3.1325	1.0518
	2.9545	0.9383
	2.7766	0.8176
	2.5987	0.6982
	2.4208	0.5895
	2.2428	0.4923
	2.0649	0.4054
	1.887	0.3275
	1.7091	0.2574
	1.5311	0.1938
	1.3532	0.1354
123	x	y
	4.7263	2.5104
	4.5545	2.3624
	4.3828	2.2091
	4.211	2.0511
	4.0393	1.8887
	3.8675	1.7263
	3.6958	1.5748
	3.5241	1.4357
	3.3523	1.3022
	3.1806	1.1705
	3.0088	1.0415
	2.8371	0.9166
	2.6653	0.7977
	2.4936	0.6884
	2.3219	0.5917
	2.1501	0.5061
	1.9784	0.4288
	1.8066	0.357
	1.6349	0.2878
	1.4631	0.2184
	1.2914	0.1458
124	x	y
	4.5232	2.5104
	4.3616	2.3377
	4.2	2.1826
	4.0384	2.0289
	3.8768	1.8616
	3.7152	1.6985
	3.5536	1.5697
	3.3921	1.4533
	3.2305	1.3206
	3.0689	1.1719
	2.9073	1.0282
	2.7457	0.9097
	2.5841	0.8147
	2.4225	0.7258
	2.2609	0.6323
	2.0993	0.5362
	1.9377	0.4414
	1.7762	0.3513
	1.6146	0.2696
	1.453	0.1999
	1.2914	0.1458
125	x	y
	4.426	2.5729
	4.268	2.3859
	4.1099	2.2006
	3.9519	2.0245
	3.7938	1.8643
	3.6358	1.717
	3.4777	1.5739
	3.3196	1.4345
	3.1616	1.3002
	3.0035	1.1712
	2.8455	1.0468
	2.6874	0.9267
	2.5294	0.8126
	2.3713	0.7088
	2.2132	0.6176
	2.0552	0.5361
	1.8971	0.4611
	1.7391	0.389
	1.581	0.3165
	1.423	0.24
	1.2649	0.1563
126	x	y
	8.9912	-0.2083
	8.6344	-0.2192
	8.2777	-0.2125
	7.921	-0.1947
	7.5642	-0.172
	7.2075	-0.1508
	6.8508	-0.1372
	6.494	-0.1371
	6.1373	-0.1466
	5.7806	-0.1554
	5.4238	-0.1533
	5.0671	-0.1402
	4.7104	-0.123
	4.3536	-0.1086
	3.9969	-0.1042
	3.6402	-0.1057
	3.2834	-0.0926
	2.9267	-0.0671
	2.57	-0.0448
	2.2132	-0.0415
	1.8565	-0.0729
127	x	y
	8.9823	0.2813
	8.626	0.2513
	8.2698	0.2216
	7.9135	0.192
	7.5572	0.1628
	7.2009	0.1337
	6.8446	0.105
	6.4883	0.0766
	6.132	0.0499
	5.7757	0.027
	5.4194	0.0098
	5.0631	-0.0023
	4.7068	-0.0113
	4.3506	-0.0202
	3.9943	-0.0355
	3.638	-0.0568
	3.2817	-0.0704
	2.9254	-0.0735
	2.5691	-0.0714
	2.2128	-0.0694
	1.8565	-0.0729
128	x	y
	8.9735	0.625
	8.6177	0.557
	8.2618	0.4957
	7.906	0.4401
	7.5501	0.3888
	7.1943	0.3406
	6.8384	0.2944
	6.4826	0.2501
	6.1267	0.2109
	5.7709	0.1801
	5.415	0.1557
	5.0592	0.1315
	4.7033	0.102
	4.3475	0.0672
	3.9916	0.0305
	3.6358	0.0014
	3.2799	-0.0181
	2.9241	-0.0316
	2.5682	-0.0428
	2.2124	-0.0553
	1.8565	-0.0729
129	x	y
	8.9382	0.9896
	8.5841	0.9038
	8.23	0.8204
	7.8759	0.7394
	7.5219	0.6608
	7.1678	0.5845
	6.8137	0.5107
	6.4596	0.4396
	6.1055	0.3732
	5.7514	0.3132
	5.3974	0.2599
	5.0433	0.2126
	4.6892	0.1706
	4.3351	0.1324
	3.981	0.096
	3.6269	0.0597
	3.2728	0.0236
	2.9188	-0.0102
	2.5647	-0.0392
	2.2106	-0.0609
	1.8565	-0.0729
130	x	y
	8.9294	1.2396
	8.5713	1.1258
	8.2132	1.0214
	7.8552	0.9243
	7.4971	0.8323
	7.1391	0.7433
	6.781	0.6551
	6.423	0.5673
	6.0649	0.4836
	5.7068	0.4083
	5.3488	0.3433
	4.9907	0.2892
	4.6327	0.2441
	4.2746	0.1969
	3.9166	0.1432
	3.5585	0.0965
	3.2004	0.063
	2.8424	0.0373
	2.4843	0.0136
	2.1263	-0.0142
	1.7682	-0.0521
131	x	y
	8.8852	1.6563
	8.5294	1.5183
	8.1735	1.3839
	7.8177	1.2536
	7.4618	1.1276
	7.106	1.0062
	6.7501	0.8898
	6.3943	0.7789
	6.0384	0.675
	5.6826	0.5793
	5.3267	0.4928
	4.9709	0.4161
	4.615	0.349
	4.2592	0.2871
	3.9033	0.2271
	3.5475	0.1703
	3.1916	0.1177
	2.8358	0.0692
	2.4799	0.0249
	2.1241	-0.0155
	1.7682	-0.0521
132	x	y
	8.9382	2.3542
	8.577	2.1831
	8.2159	2.0078
	7.8547	1.8315
	7.4936	1.6575
	7.1325	1.4892
	6.7713	1.3297
	6.4102	1.1814
	6.049	1.0404
	5.6879	0.902
	5.3267	0.7704
	4.9656	0.6539
	4.6044	0.5568
	4.2433	0.4683
	3.8821	0.3806
	3.521	0.2951
	3.1598	0.2142
	2.7987	0.14
	2.4375	0.0747
	2.0764	0.0204
	1.7152	-0.0208
133	x	y
	8.2978	2.5774
	7.9649	2.3827
	7.632	2.1901
	7.2991	2.0019
	6.9662	1.8205
	6.6333	1.648
	6.3004	1.485
	5.9676	1.3261
	5.6347	1.1655
	5.3018	1.0079
	4.9689	0.8644
	4.636	0.7412
	4.3031	0.6258
	3.9702	0.5098
	3.6373	0.4059
	3.3044	0.326
	2.9716	0.2652
	2.6387	0.2141
	2.3058	0.1635
	1.9729	0.104
