Address:,USB0::0x0957::0x179B::MY58106374::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
Serial Number:,MY58106374,,-0.25671875,-0.00334924190246966,0.00939196080435067,
Firmware Version:,02.65.2021030741,,-0.256072916668,-0.00334924190246966,0.00813567941077054,
Start Time:,2023-02-26 13:55:24.365,,-0.255427083336,-0.00339949315093691,0.00813567941077054,
,,,-0.254781250004,-0.00334924190246966,0.00939196080435067,
,,,-0.254135416672,-0.00344974439940415,0.0068793980171904,
,,,-0.25348958334,-0.00344974439940415,0.0068793980171904,
,,,-0.252843750008,-0.00344974439940415,0.00813567941077054,
,,,-0.252197916676,-0.0034999956478714,0.00939196080435067,
,,,-0.251552083344,-0.0034999956478714,0.00939196080435067,
,,,-0.250906250012,-0.00355024689633865,0.00939196080435067,
,,,-0.25026041668,-0.00355024689633865,0.0106482421979308,
,,,-0.249614583348,-0.0036004981448059,0.0106482421979308,
,,,-0.248968750016,-0.0036004981448059,0.0106482421979308,
,,,-0.248322916684,-0.00365074939327315,0.011904523591511,
,,,-0.247677083352,-0.00365074939327315,0.0106482421979308,
,,,-0.24703125002,-0.00370100064174039,0.011904523591511,
,,,-0.246385416688,-0.00370100064174039,0.0106482421979308,
,,,-0.245739583356,-0.00375125189020764,0.0106482421979308,
,,,-0.245093750024,-0.00380150313867489,0.0106482421979308,
,,,-0.244447916692,-0.00380150313867489,0.011904523591511,
,,,-0.24380208336,-0.00380150313867489,0.011904523591511,
,,,-0.243156250028,-0.00385175438714214,0.011904523591511,
,,,-0.242510416696,-0.00385175438714214,0.00939196080435067,
,,,-0.241864583364,-0.00390200563560938,0.0106482421979308,
,,,-0.241218750032,-0.00395225688407663,0.0106482421979308,
,,,-0.2405729167,-0.00395225688407663,0.0106482421979308,
,,,-0.239927083368,-0.00395225688407663,0.0106482421979308,
,,,-0.239281250036,-0.00400250813254388,0.00939196080435067,
,,,-0.238635416704,-0.00405275938101113,0.00939196080435067,
,,,-0.237989583372,-0.00405275938101113,0.0106482421979308,
,,,-0.23734375004,-0.00410301062947838,0.0106482421979308,
,,,-0.236697916708,-0.00410301062947838,0.011904523591511,
,,,-0.236052083376,-0.00415326187794562,0.0106482421979308,
,,,-0.235406250044,-0.00415326187794562,0.011904523591511,
,,,-0.234760416712,-0.00425376437488012,0.0106482421979308,
,,,-0.23411458338,-0.00425376437488012,0.00939196080435067,
,,,-0.233468750048,-0.00425376437488012,0.0106482421979308,
,,,-0.232822916716,-0.00425376437488012,0.0106482421979308,
,,,-0.232177083384,-0.00430401562334737,0.0106482421979308,
,,,-0.231531250052,-0.00435426687181462,0.0106482421979308,
,,,-0.23088541672,-0.00435426687181462,0.0106482421979308,
,,,-0.230239583388,-0.00440451812028186,0.011904523591511,
,,,-0.229593750056,-0.00445476936874911,0.0106482421979308,
,,,-0.228947916724,-0.00450502061721636,0.00939196080435067,
,,,-0.228302083392,-0.00450502061721636,0.011904523591511,
,,,-0.22765625006,-0.00450502061721636,0.0106482421979308,
,,,-0.227010416728,-0.00450502061721636,0.0106482421979308,
,,,-0.226364583396,-0.00455527186568361,0.00939196080435067,
,,,-0.225718750064,-0.00460552311415086,0.00939196080435067,
,,,-0.225072916732,-0.0046557743626181,0.00939196080435067,
,,,-0.2244270834,-0.0046557743626181,0.00939196080435067,
,,,-0.223781250068,-0.00470602561108535,0.00939196080435067,
,,,-0.223135416736,-0.0047562768595526,0.00939196080435067,
,,,-0.222489583404,-0.00480652810801985,0.00813567941077054,
,,,-0.221843750072,-0.00480652810801985,0.00939196080435067,
,,,-0.22119791674,-0.0048567793564871,0.0106482421979308,
,,,-0.220552083408,-0.0048567793564871,0.0106482421979308,
,,,-0.219906250076,-0.00495728185342159,0.0106482421979308,
,,,-0.219260416744,-0.00500753310188884,0.00939196080435067,
,,,-0.218614583412,-0.00500753310188884,0.00939196080435067,
,,,-0.21796875008,-0.00505778435035609,0.00939196080435067,
,,,-0.217322916748,-0.00505778435035609,0.00939196080435067,
,,,-0.216677083416,-0.00510803559882334,0.00939196080435067,
,,,-0.216031250084,-0.00515828684729058,0.00939196080435067,
,,,-0.215385416752,-0.00520853809575783,0.00813567941077054,
,,,-0.21473958342,-0.00525878934422508,0.0106482421979308,
,,,-0.214093750088,-0.00530904059269233,0.00939196080435067,
,,,-0.213447916756,-0.00530904059269233,0.00939196080435067,
,,,-0.212802083424,-0.00535929184115957,0.00939196080435067,
,,,-0.212156250092,-0.00535929184115957,0.00939196080435067,
,,,-0.21151041676,-0.00545979433809407,0.0106482421979308,
,,,-0.210864583428,-0.00551004558656132,0.00939196080435067,
,,,-0.210218750096,-0.00556029683502857,0.00939196080435067,
,,,-0.209572916764,-0.00561054808349581,0.0106482421979308,
,,,-0.208927083432,-0.00561054808349581,0.00939196080435067,
,,,-0.2082812501,-0.00566079933196306,0.00939196080435067,
,,,-0.207635416768,-0.00576130182889756,0.0106482421979308,
,,,-0.206989583436,-0.00576130182889756,0.0106482421979308,
,,,-0.206343750104,-0.00581155307736481,0.0106482421979308,
,,,-0.205697916772,-0.00586180432583205,0.00939196080435067,
,,,-0.20505208344,-0.00586180432583205,0.00939196080435067,
,,,-0.204406250108,-0.00596230682276655,0.00939196080435067,
,,,-0.203760416776,-0.0060125580712338,0.00939196080435067,
,,,-0.203114583444,-0.00606280931970105,0.00939196080435067,
,,,-0.202468750112,-0.00611306056816829,0.00813567941077054,
,,,-0.20182291678,-0.00611306056816829,0.00813567941077054,
,,,-0.201177083448,-0.00621356306510279,0.00939196080435067,
,,,-0.200531250116,-0.00621356306510279,0.00939196080435067,
,,,-0.199885416784,-0.00626381431357004,0.00939196080435067,
,,,-0.199239583452,-0.00636431681050453,0.00813567941077054,
,,,-0.19859375012,-0.00641456805897178,0.00939196080435067,
,,,-0.197947916788,-0.00641456805897178,0.00939196080435067,
,,,-0.197302083456,-0.00651507055590628,0.00939196080435067,
,,,-0.196656250124,-0.00651507055590628,0.00939196080435067,
,,,-0.196010416792,-0.00661557305284077,0.00939196080435067,
,,,-0.19536458346,-0.00666582430130802,0.00939196080435067,
,,,-0.194718750128,-0.00671607554977527,0.0106482421979308,
,,,-0.194072916796,-0.00676632679824252,0.0106482421979308,
,,,-0.193427083464,-0.00681657804670976,0.0106482421979308,
,,,-0.192781250132,-0.00686682929517701,0.00939196080435067,
,,,-0.1921354168,-0.00691708054364426,0.00939196080435067,
,,,-0.191489583468,-0.00696733179211151,0.0106482421979308,
,,,-0.190843750136,-0.00701758304057876,0.00939196080435067,
,,,-0.190197916804,-0.00711808553751325,0.0106482421979308,
,,,-0.189552083472,-0.0071683367859805,0.00939196080435067,
,,,-0.18890625014,-0.0071683367859805,0.00939196080435067,
,,,-0.188260416808,-0.007268839282915,0.0106482421979308,
,,,-0.187614583476,-0.00731909053138224,0.0106482421979308,
,,,-0.186968750144,-0.00736934177984949,0.0106482421979308,
,,,-0.186322916812,-0.00741959302831674,0.00939196080435067,
,,,-0.18567708348,-0.00752009552525124,0.0106482421979308,
,,,-0.185031250148,-0.00762059802218573,0.0106482421979308,
,,,-0.184385416816,-0.00762059802218573,0.0106482421979308,
,,,-0.183739583484,-0.00767084927065298,0.0106482421979308,
,,,-0.183093750152,-0.00772110051912023,0.0106482421979308,
,,,-0.18244791682,-0.00782160301605472,0.00939196080435067,
,,,-0.181802083488,-0.00792210551298922,0.00813567941077054,
,,,-0.181156250156,-0.00797235676145647,0.0106482421979308,
,,,-0.180510416824,-0.00802260800992372,0.0106482421979308,
,,,-0.179864583492,-0.00812311050685821,0.0106482421979308,
,,,-0.17921875016,-0.00822361300379271,0.00939196080435067,
,,,-0.178572916828,-0.00822361300379271,0.00939196080435067,
,,,-0.177927083496,-0.0083241155007272,0.00813567941077054,
,,,-0.177281250164,-0.0084246179976617,0.00939196080435067,
,,,-0.176635416832,-0.00847486924612895,0.00939196080435067,
,,,-0.1759895835,-0.00857537174306344,0.00939196080435067,
,,,-0.175343750168,-0.00862562299153069,0.00939196080435067,
,,,-0.174697916836,-0.00872612548846519,0.0106482421979308,
,,,-0.174052083504,-0.00877637673693243,0.00939196080435067,
,,,-0.173406250172,-0.00882662798539968,0.00939196080435067,
,,,-0.17276041684,-0.00892713048233418,0.0106482421979308,
,,,-0.172114583508,-0.00902763297926867,0.0106482421979308,
,,,-0.171468750176,-0.00907788422773592,0.00939196080435067,
,,,-0.170822916844,-0.00917838672467042,0.011904523591511,
,,,-0.170177083512,-0.00927888922160491,0.0106482421979308,
,,,-0.16953125018,-0.00932914047007216,0.00813567941077054,
,,,-0.168885416848,-0.00942964296700666,0.0106482421979308,
,,,-0.168239583516,-0.00953014546394115,0.00939196080435067,
,,,-0.167593750184,-0.00963064796087565,0.0106482421979308,
,,,-0.166947916852,-0.00963064796087565,0.0106482421979308,
,,,-0.16630208352,-0.00973115045781014,0.0106482421979308,
,,,-0.165656250188,-0.00983165295474464,0.0106482421979308,
,,,-0.165010416856,-0.00993215545167914,0.0106482421979308,
,,,-0.164364583524,-0.0100326579486136,0.0106482421979308,
,,,-0.163718750192,-0.0101331604455481,0.0106482421979308,
,,,-0.16307291686,-0.0102336629424826,0.0106482421979308,
,,,-0.162427083528,-0.0103341654394171,0.00939196080435067,
,,,-0.161781250196,-0.0104346679363516,0.00939196080435067,
,,,-0.161135416864,-0.0105351704332861,0.0106482421979308,
,,,-0.160489583532,-0.0106356729302206,0.0106482421979308,
,,,-0.1598437502,-0.0107361754271551,0.0106482421979308,
,,,-0.159197916868,-0.0108366779240896,0.00939196080435067,
,,,-0.158552083536,-0.0109371804210241,0.00939196080435067,
,,,-0.157906250204,-0.0110376829179586,0.00939196080435067,
,,,-0.157260416872,-0.0111884366633603,0.0106482421979308,
,,,-0.15661458354,-0.0112386879118276,0.011904523591511,
,,,-0.155968750208,-0.0113391904087621,0.00939196080435067,
,,,-0.155322916876,-0.0114396929056966,0.00939196080435067,
,,,-0.154677083544,-0.0115904466510983,0.0106482421979308,
,,,-0.154031250212,-0.0116909491480328,0.00939196080435067,
,,,-0.15338541688,-0.0118417028934346,0.0106482421979308,
,,,-0.152739583548,-0.0119422053903691,0.00939196080435067,
,,,-0.152093750216,-0.0120427078873035,0.00813567941077054,
,,,-0.151447916884,-0.0121934616327053,0.0106482421979308,
,,,-0.150802083552,-0.0122939641296398,0.0106482421979308,
,,,-0.15015625022,-0.0123944666265743,0.0106482421979308,
,,,-0.149510416888,-0.012545220371976,0.011904523591511,
,,,-0.148864583556,-0.0126959741173778,0.0106482421979308,
,,,-0.148218750224,-0.0127964766143123,0.0106482421979308,
,,,-0.147572916892,-0.0128969791112468,0.00939196080435067,
,,,-0.14692708356,-0.0130477328566485,0.00939196080435067,
,,,-0.146281250228,-0.013148235353583,0.00939196080435067,
,,,-0.145635416896,-0.013349240347452,0.00939196080435067,
,,,-0.144989583564,-0.0134497428443865,0.00939196080435067,
,,,-0.144343750232,-0.0136004965897882,0.00939196080435067,
,,,-0.1436979169,-0.01375125033519,0.0106482421979308,
,,,-0.143052083568,-0.0139020040805917,0.00939196080435067,
,,,-0.142406250236,-0.0140025065775262,0.00813567941077054,
,,,-0.141760416904,-0.014153260322928,0.00939196080435067,
,,,-0.141114583572,-0.0143040140683297,0.0106482421979308,
,,,-0.14046875024,-0.0144547678137315,0.00939196080435067,
,,,-0.139822916908,-0.0146055215591332,0.00939196080435067,
,,,-0.139177083576,-0.0148065265530022,0.00939196080435067,
,,,-0.138531250244,-0.0149572802984039,0.00939196080435067,
,,,-0.137885416912,-0.0151080340438057,0.00939196080435067,
,,,-0.13723958358,-0.0153090390376747,0.00939196080435067,
,,,-0.136593750248,-0.0154597927830764,0.00939196080435067,
,,,-0.135947916916,-0.0156105465284782,0.0106482421979308,
,,,-0.135302083584,-0.0157613002738799,0.0106482421979308,
,,,-0.134656250252,-0.0159623052677489,0.00939196080435067,
,,,-0.13401041692,-0.0161130590131506,0.00939196080435067,
,,,-0.133364583588,-0.0163140640070196,0.0106482421979308,
,,,-0.132718750256,-0.0165150690008886,0.00813567941077054,
