Time(s),CHAN1(V)
-0.006009,0.000151
-0.006003,0.000151
-0.005996,0.000151
-0.005990,0.000151
-0.005983,0.000151
-0.005977,0.000151
-0.005970,0.000151
-0.005964,0.000151
-0.005957,0.000151
-0.005951,0.000151
-0.005944,0.000151
-0.005938,0.000151
-0.005931,0.000151
-0.005924,0.000151
-0.005918,0.000151
-0.005911,0.000151
-0.005905,0.000151
-0.005898,0.000151
-0.005892,0.000151
-0.005885,0.000151
-0.005879,0.000151
-0.005872,0.000151
-0.005866,0.000151
-0.005859,0.000151
-0.005853,0.000151
-0.005846,0.000151
-0.005840,0.000151
-0.005833,0.000151
-0.005827,0.000151
-0.005820,0.000151
-0.005814,0.000151
-0.005807,0.000151
-0.005801,0.000151
-0.005794,0.000151
-0.005788,0.000151
-0.005781,0.000151
-0.005775,0.000151
-0.005768,0.000151
-0.005762,0.000151
-0.005755,0.000151
-0.005749,0.000151
-0.005742,0.000151
-0.005736,0.000151
-0.005729,0.000151
-0.005723,0.000151
-0.005716,0.000151
-0.005710,0.000151
-0.005703,0.000151
-0.005697,0.000151
-0.005690,0.000151
-0.005684,0.000151
-0.005677,0.000151
-0.005671,0.000151
-0.005664,0.000151
-0.005658,0.000151
-0.005651,0.000151
-0.005645,0.000151
-0.005638,0.000151
-0.005632,0.000151
-0.005625,0.000151
-0.005618,0.000151
-0.005612,0.000151
-0.005605,0.000151
-0.005599,0.000151
-0.005592,0.000151
-0.005586,0.000151
-0.005579,0.000151
-0.005573,0.000151
-0.005566,0.000151
-0.005560,0.000151
-0.005553,0.000151
-0.005547,0.000151
-0.005540,0.000151
-0.005534,0.000151
-0.005527,0.000151
-0.005521,0.000151
-0.005514,0.000151
-0.005508,0.000151
-0.005501,0.000151
-0.005495,0.000151
-0.005488,0.000151
-0.005482,0.000151
-0.005475,0.000151
-0.005469,0.000151
-0.005462,0.000151
-0.005456,0.000151
-0.005449,0.000151
-0.005443,0.000151
-0.005436,0.000151
-0.005430,0.000151
-0.005423,0.000151
-0.005417,0.000151
-0.005410,0.000151
-0.005404,0.000151
-0.005397,0.000151
-0.005391,0.000151
-0.005384,0.000151
-0.005378,0.000151
-0.005371,0.000151
-0.005365,0.000151
-0.005358,0.000151
-0.005352,0.000151
-0.005345,0.000151
-0.005339,0.000151
-0.005332,0.000151
-0.005326,0.000151
-0.005319,0.000151
-0.005313,0.000151
-0.005306,0.000151
-0.005299,0.000151
-0.005293,0.000151
-0.005286,0.000151
-0.005280,0.000151
-0.005273,0.000151
-0.005267,0.000151
-0.005260,0.000151
-0.005254,0.000151
-0.005247,0.000151
-0.005241,0.000151
-0.005234,0.000151
-0.005228,0.000151
-0.005221,0.000151
-0.005215,0.000151
-0.005208,0.000151
-0.005202,0.000151
-0.005195,0.000151
-0.005189,0.000151
-0.005182,0.000151
-0.005176,0.000151
-0.005169,0.000151
-0.005163,0.000151
-0.005156,0.000151
-0.005150,0.000151
-0.005143,0.000151
-0.005137,0.000151
-0.005130,0.000151
-0.005124,0.000151
-0.005117,0.000151
-0.005111,0.000151
-0.005104,0.000151
-0.005098,0.000151
-0.005091,0.000151
-0.005085,0.000151
-0.005078,0.000151
-0.005072,0.000151
-0.005065,0.000151
-0.005059,0.000151
-0.005052,0.000151
-0.005046,0.000151
-0.005039,0.000151
-0.005033,0.000151
-0.005026,0.000151
-0.005020,0.000151
-0.005013,0.000151
-0.005007,0.000151
-0.005000,0.000151
-0.004993,0.000151
-0.004987,0.000151
-0.004980,0.000151
-0.004974,0.000151
-0.004967,0.000151
-0.004961,0.000151
-0.004954,0.000151
-0.004948,0.000151
-0.004941,0.000151
-0.004935,0.000151
-0.004928,0.000151
-0.004922,0.000151
-0.004915,0.000151
-0.004909,0.000151
-0.004902,0.000151
-0.004896,0.000151
-0.004889,0.000151
-0.004883,0.000151
-0.004876,0.000151
-0.004870,0.000151
-0.004863,0.000151
-0.004857,0.000151
-0.004850,0.000151
-0.004844,0.000151
-0.004837,0.000151
-0.004831,0.000151
-0.004824,0.000151
-0.004818,0.000151
-0.004811,0.000151
-0.004805,0.000151
-0.004798,0.000151
-0.004792,0.000151
-0.004785,0.000151
-0.004779,0.000151
-0.004772,0.000151
-0.004766,0.000151
-0.004759,0.000151
-0.004753,0.000151
-0.004746,0.000151
-0.004740,0.000151
-0.004733,0.000151
-0.004727,0.000151
-0.004720,0.000151
-0.004714,0.000151
-0.004707,0.000151
-0.004701,0.000151
-0.004694,0.000151
-0.004688,0.000151
-0.004681,0.000151
-0.004674,0.000151
-0.004668,0.000151
-0.004661,0.000151
-0.004655,0.000151
-0.004648,0.000151
-0.004642,0.000151
-0.004635,0.000151
-0.004629,0.000151
-0.004622,0.000151
-0.004616,0.000151
-0.004609,0.000151
-0.004603,0.000151
-0.004596,0.000151
-0.004590,0.000151
-0.004583,0.000151
-0.004577,0.000151
-0.004570,0.000151
-0.004564,0.000151
-0.004557,0.000151
-0.004551,0.000151
-0.004544,0.000151
-0.004538,0.000151
-0.004531,0.000151
-0.004525,0.000151
-0.004518,0.000151
-0.004512,0.000151
-0.004505,0.000151
-0.004499,0.000151
-0.004492,0.000151
-0.004486,0.000151
-0.004479,0.000151
-0.004473,0.000151
-0.004466,0.000151
-0.004460,0.000151
-0.004453,0.000151
-0.004447,0.000151
-0.004440,0.000151
-0.004434,0.000151
-0.004427,0.000151
-0.004421,0.000151
-0.004414,0.000151
-0.004408,0.000151
-0.004401,0.000151
-0.004395,0.000151
-0.004388,0.000151
-0.004382,0.000151
-0.004375,0.000151
-0.004368,0.000151
-0.004362,0.000151
-0.004355,0.000151
-0.004349,0.000151
-0.004342,0.000151
-0.004336,0.000151
-0.004329,0.000151
-0.004323,0.000151
-0.004316,0.000151
-0.004310,0.000151
-0.004303,0.000151
-0.004297,0.000151
-0.004290,0.000151
-0.004284,0.000151
-0.004277,0.000151
-0.004271,0.000151
-0.004264,0.000151
-0.004258,0.000151
-0.004251,0.000151
-0.004245,0.000151
-0.004238,0.000151
-0.004232,0.000151
-0.004225,0.000151
-0.004219,0.000151
-0.004212,0.000151
-0.004206,0.000151
-0.004199,0.000151
-0.004193,0.000151
-0.004186,0.000151
-0.004180,0.000151
-0.004173,0.000151
-0.004167,0.000151
-0.004160,0.000151
-0.004154,0.000151
-0.004147,0.000151
-0.004141,0.000151
-0.004134,0.000151
-0.004128,0.000151
-0.004121,0.000151
-0.004115,0.000151
-0.004108,0.000151
-0.004102,0.000151
-0.004095,0.000151
-0.004089,0.000151
-0.004082,0.000151
-0.004076,0.000151
-0.004069,0.000151
-0.004063,0.000151
-0.004056,0.000151
-0.004049,0.000151
-0.004043,0.000151
-0.004036,0.000151
-0.004030,0.000151
-0.004023,0.000151
-0.004017,0.000151
-0.004010,0.000151
-0.004004,0.000151
-0.003997,0.000151
-0.003991,0.000151
-0.003984,0.000151
-0.003978,0.000151
-0.003971,0.000151
-0.003965,0.000151
-0.003958,0.000151
-0.003952,0.000151
-0.003945,0.000151
-0.003939,0.000151
-0.003932,0.000151
-0.003926,0.000151
-0.003919,0.000151
-0.003913,0.000151
-0.003906,0.000151
-0.003900,0.000151
-0.003893,0.000151
-0.003887,0.000151
-0.003880,0.000151
-0.003874,0.000151
-0.003867,0.000151
-0.003861,0.000151
-0.003854,0.000151
-0.003848,0.000151
-0.003841,0.000151
-0.003835,0.000151
-0.003828,0.000151
-0.003822,0.000151
-0.003815,0.000151
-0.003809,0.000151
-0.003802,0.000151
-0.003796,0.000151
-0.003789,0.000151
-0.003783,0.000151
-0.003776,0.000151
-0.003770,0.000151
-0.003763,0.000151
-0.003757,0.000151
-0.003750,0.000151
-0.003743,0.000151
-0.003737,0.000151
-0.003730,0.000151
-0.003724,0.000151
-0.003717,0.000151
-0.003711,0.000151
-0.003704,0.000151
-0.003698,0.000151
-0.003691,0.000151
-0.003685,0.000151
-0.003678,0.000151
-0.003672,0.000151
-0.003665,0.000151
-0.003659,0.000151
-0.003652,0.000151
-0.003646,0.000151
-0.003639,0.000151
-0.003633,0.000151
-0.003626,0.000151
-0.003620,0.000151
-0.003613,0.000151
-0.003607,0.000151
-0.003600,0.000151
-0.003594,0.000151
-0.003587,0.000151
-0.003581,0.000151
-0.003574,0.000151
-0.003568,0.000151
-0.003561,0.000151
-0.003555,0.000151
-0.003548,0.000151
-0.003542,0.000151
-0.003535,0.000151
-0.003529,0.000151
-0.003522,0.000151
-0.003516,0.000151
-0.003509,0.000151
-0.003503,0.000151
-0.003496,0.000151
-0.003490,0.000151
-0.003483,0.000151
-0.003477,0.000151
-0.003470,0.000151
-0.003464,0.000151
-0.003457,0.000151
-0.003451,0.000151
-0.003444,0.000151
-0.003438,0.000151
-0.003431,0.000151
-0.003424,0.000151
-0.003418,0.000151
-0.003411,0.000151
-0.003405,0.000151
-0.003398,0.000151
-0.003392,0.000151
-0.003385,0.000151
-0.003379,0.000151
-0.003372,0.000151
-0.003366,0.000151
-0.003359,0.000151
-0.003353,0.000151
-0.003346,0.000151
-0.003340,0.000151
-0.003333,0.000151
-0.003327,0.000151
-0.003320,0.000151
-0.003314,0.000151
-0.003307,0.000151
-0.003301,0.000151
-0.003294,0.000151
-0.003288,0.000151
-0.003281,0.000151
-0.003275,0.000151
-0.003268,0.000151
-0.003262,0.000151
-0.003255,0.000151
-0.003249,0.000151
-0.003242,0.000151
-0.003236,0.000151
-0.003229,0.000151
-0.003223,0.000151
-0.003216,0.000151
-0.003210,0.000151
-0.003203,0.000151
-0.003197,0.000151
-0.003190,0.000151
-0.003184,0.000151
-0.003177,0.000151
-0.003171,0.000151
-0.003164,0.000151
-0.003158,0.000151
-0.003151,0.000151
-0.003145,0.000151
-0.003138,0.000151
-0.003132,0.000151
-0.003125,0.000151
-0.003118,0.000151
-0.003112,0.000151
-0.003105,0.000151
-0.003099,0.000151
-0.003092,0.000151
-0.003086,0.000151
-0.003079,0.000151
-0.003073,0.000151
-0.003066,0.000151
