Frequency (Hz),VS0 (Air core) RMS (V),VS1 (N1) RMS (V),VS2 (N2) RMS (V)
3850,1.95,2.24,2.33
3900,1.95,2.24,2.33
3950,1.95,2.24,2.33
4000,1.95,2.24,2.33
4050,1.95,2.24,2.33
4100,1.95,2.24,2.32
4150,1.95,2.24,2.32
4200,1.95,2.24,2.32
4250,1.95,2.24,2.32
4300,1.95,2.24,2.32
4350,1.95,2.24,2.31
4400,1.95,2.24,2.31
4450,1.95,2.25,2.31
4500,1.96,2.24,2.31
4550,1.96,2.25,2.31
4600,1.96,2.25,2.31
4650,1.96,2.25,2.3
4700,1.96,2.25,2.3
4750,1.96,2.25,2.3
4800,1.96,2.25,2.3
4850,1.96,2.25,2.3
4900,1.96,2.25,2.3
4950,1.96,2.25,2.3
5000,1.96,2.25,2.29
5050,1.96,2.25,2.29
5100,1.96,2.25,2.29
5150,1.96,2.25,2.29
5200,1.96,2.25,2.29
5250,1.96,2.25,2.29
5300,1.96,2.25,2.28
5350,1.96,2.25,2.28
5400,1.96,2.25,2.28
5450,1.96,2.25,2.28
5500,1.96,2.25,2.28
5550,1.96,2.25,2.28
5600,1.97,2.25,2.28
5650,1.97,2.25,2.27
5700,1.97,2.25,2.27
5750,1.97,2.25,2.27
5800,1.97,2.25,2.27
5850,1.97,2.25,2.27
5900,1.97,2.25,2.27
5950,1.97,2.25,2.27
6000,1.97,2.25,2.27
6050,1.97,2.25,2.26
6100,1.97,2.25,2.26
6150,1.97,2.25,2.26
6200,1.97,2.25,2.26
6250,1.97,2.25,2.26
6300,1.97,2.25,2.26
6350,1.97,2.25,2.26
6400,1.97,2.25,2.25
6450,1.97,2.26,2.25
6500,1.97,2.26,2.25
6550,1.97,2.26,2.25
6600,1.97,2.26,2.25
6650,1.97,2.26,2.25
6700,1.97,2.26,2.25
6750,1.98,2.26,2.25
6800,1.98,2.26,2.24
6850,1.98,2.26,2.24
6900,1.98,2.26,2.24
6950,1.98,2.26,2.24
7000,1.98,2.26,2.24
7050,1.98,2.26,2.24
7100,1.98,2.26,2.24
7150,1.98,2.26,2.24
7200,1.98,2.26,2.23
7250,1.98,2.26,2.23
7300,1.98,2.26,2.23
7350,1.98,2.26,2.23
7400,1.98,2.26,2.23
7450,1.98,2.26,2.23
7500,1.98,2.26,2.23
7550,1.98,2.26,2.23
7600,1.98,2.26,2.23
7650,1.98,2.26,2.22
7700,1.98,2.26,2.22
7750,1.98,2.26,2.22
7800,1.98,2.26,2.22
7850,1.99,2.26,2.22
7900,1.99,2.26,2.22
7950,1.99,2.26,2.22
8000,1.99,2.26,2.22
8050,1.99,2.26,2.22
8100,1.99,2.26,2.21
8150,1.99,2.26,2.21
8200,1.99,2.26,2.21
8250,1.99,2.26,2.21
8300,1.99,2.26,2.21
8350,1.99,2.26,2.21
8400,1.99,2.26,2.21
8450,1.99,2.26,2.21
8500,1.99,2.26,2.2
8550,1.99,2.26,2.2
8600,1.99,2.26,2.2
8650,1.99,2.26,2.2
8700,1.99,2.26,2.2
8750,1.99,2.26,2.2
8800,1.99,2.26,2.2
8850,1.99,2.26,2.2
8900,1.99,2.26,2.19
8950,1.99,2.26,2.19
9000,1.99,2.26,2.19
9050,1.99,2.26,2.19
9100,1.99,2.26,2.19
9150,2.0,2.26,2.19
9200,2.0,2.26,2.19
9250,2.0,2.26,2.19
9300,2.0,2.26,2.19
9350,2.0,2.26,2.18
9400,2.0,2.26,2.18
9450,2.0,2.26,2.18
9500,2.0,2.26,2.18
9550,2.0,2.26,2.18
9600,2.0,2.26,2.18
9650,2.0,2.26,2.18
9700,2.0,2.25,2.18
9750,2.0,2.25,2.17
9800,2.0,2.25,2.17
9850,2.0,2.25,2.17
9900,2.0,2.25,2.17
9950,2.0,2.25,2.17
10000,2.0,2.25,2.17
